3.667824, 6.280389, -5.000000
3.671167, 6.279889, -5.000000
3.674496, 6.278889, -5.000000
3.677813, 6.277389, -5.000000
3.681117, 6.275389, -5.000000
3.684407, 6.272889, -5.000000
3.687685, 6.269889, -5.000000
3.690949, 6.266389, -5.000000
3.694201, 6.262389, -5.000000
3.697440, 6.257889, -5.000000
3.700665, 6.252889, -5.000000
3.703878, 6.247389, -5.000000
3.707078, 6.241389, -5.000000
3.710265, 6.234889, -5.000000
3.713438, 6.227889, -5.000000
3.716599, 6.220389, -5.000000
3.719747, 6.212389, -5.000000
3.722883, 6.203889, -5.000000
3.726005, 6.194889, -5.000000
3.729114, 6.185389, -5.000000
3.732211, 6.175389, -5.000000
3.735295, 6.164889, -5.000000
3.738366, 6.153889, -5.000000
3.741424, 6.142389, -5.000000
3.744470, 6.130389, -5.000000
3.747502, 6.117889, -5.000000
3.750523, 6.104889, -5.000000
3.753530, 6.091389, -5.000000
3.756525, 6.077389, -5.000000
3.759507, 6.062889, -5.000000
3.762477, 6.047889, -5.000000
3.765434, 6.032389, -5.000000
3.768378, 6.016389, -5.000000
3.771310, 5.999889, -5.000000
3.774230, 5.982889, -5.000000
3.777137, 5.965389, -5.000000
3.780032, 5.947389, -5.000000
3.782914, 5.928889, -5.000000
3.785784, 5.909889, -5.000000
3.788642, 5.890389, -5.000000
3.791487, 5.870389, -5.000000
3.794320, 5.849889, -5.000000
3.797141, 5.828889, -5.000000
3.799949, 5.807389, -5.000000
3.802746, 5.785389, -5.000000
3.805530, 5.762889, -5.000000
3.808303, 5.739889, -5.000000
3.811063, 5.716389, -5.000000
3.813811, 5.692389, -5.000000
3.816548, 5.667889, -4.895254
3.819272, 5.642899, -4.379319
3.821985, 5.617472, -3.884901
3.824685, 5.591656, -3.411418
3.827374, 5.565499, -2.958298
3.830051, 5.539046, -2.524973
3.832716, 5.512341, -2.110888
3.835370, 5.485424, -1.715493
3.838012, 5.458336, -1.338249
3.840642, 5.431114, -0.978626
3.843261, 5.403794, -0.636100
3.845868, 5.376411, -0.310160
3.848464, 5.348997, -0.000301
3.851048, 5.321582, 0.293971
3.853621, 5.294197, 0.573142
3.856182, 5.266870, 0.837688
3.858732, 5.239626, 1.088078
3.861271, 5.212491, 1.324767
3.863799, 5.185488, 1.548206
3.866315, 5.158640, 1.758835
3.868820, 5.131968, 1.957082
3.871314, 5.105492, 2.143371
3.873797, 5.079230, 2.318112
3.876269, 5.053200, 2.481709
3.878730, 5.027418, 2.634557
3.881180, 5.001900, 2.777040
3.883619, 4.976659, 2.909535
3.886048, 4.951709, 3.032408
3.888465, 4.927063, 3.146020
3.890872, 4.902731, 3.250719
3.893268, 4.878724, 3.346847
3.895653, 4.855052, 3.434737
3.898028, 4.831723, 3.514714
3.900392, 4.808746, 3.587093
3.902745, 4.786127, 3.652183
3.905088, 4.763874, 3.710284
3.907421, 4.741992, 3.761687
3.909743, 4.720485, 3.806677
3.912054, 4.699360, 3.845528
3.914356, 4.678619, 3.878511
3.916647, 4.658266, 3.905886
3.918928, 4.638304, 3.927906
3.921198, 4.618734, 3.944818
3.923459, 4.599559, 3.956861
3.925709, 4.580779, 3.964266
3.927950, 4.562396, 3.967258
3.930180, 4.544410, 3.966056
3.932400, 4.526820, 3.960870
3.934611, 4.509626, 3.951907
3.936812, 4.492828, 3.939363
3.939002, 4.476423, 3.923431
3.941183, 4.460411, 3.904297
3.943354, 4.444789, 3.882140
3.945516, 4.429556, 3.857134
3.947668, 4.414708, 3.829448
3.949810, 4.400243, 3.799242
3.951943, 4.386158, 3.766674
3.954066, 4.372450, 3.731895
3.956180, 4.359115, 3.695051
3.958284, 4.346149, 3.656282
3.960379, 4.333549, 3.615723
3.962464, 4.321311, 3.573506
3.964541, 4.309430, 3.529755
3.966608, 4.297902, 3.484591
3.968665, 4.286722, 3.438131
3.970714, 4.275886, 3.390486
3.972754, 4.265390, 3.341764
3.974784, 4.255227, 3.292067
3.976805, 4.245394, 3.241494
3.978818, 4.235884, 3.190141
3.980821, 4.226694, 3.138098
3.982816, 4.217818, 3.085451
3.984801, 4.209250, 3.032285
3.986778, 4.200985, 2.978678
3.988746, 4.193019, 2.924706
3.990706, 4.185344, 2.870443
3.992656, 4.177957, 2.815957
3.994599, 4.170851, 2.761314
3.996532, 4.164022, 2.706578
3.998457, 4.157463, 2.651807
4.000373, 4.151169, 2.597060
4.002281, 4.145135, 2.542389
4.004181, 4.139356, 2.487846
4.006072, 4.133825, 2.433480
4.007954, 4.128537, 2.379336
4.009829, 4.123488, 2.325458
4.011695, 4.118670, 2.271886
4.013553, 4.114080, 2.218660
4.015403, 4.109712, 2.165815
4.017244, 4.105561, 2.113386
4.019078, 4.101621, 2.061405
4.020903, 4.097887, 2.009901
4.022721, 4.094354, 1.958903
4.024530, 4.091017, 1.908437
4.026332, 4.087870, 1.858526
4.028125, 4.084910, 1.809194
4.029911, 4.082130, 1.760461
4.031689, 4.079527, 1.712345
4.033459, 4.077095, 1.664866
4.035222, 4.074829, 1.618038
4.036977, 4.072725, 1.571877
4.038724, 4.070778, 1.526395
4.040463, 4.068984, 1.481604
4.042195, 4.067338, 1.437515
4.043920, 4.065836, 1.394137
4.045637, 4.064473, 1.351478
4.047346, 4.063246, 1.309546
4.049048, 4.062149, 1.268345
4.050743, 4.061179, 1.227882
4.052430, 4.060332, 1.188160
4.054110, 4.059604, 1.149181
4.055783, 4.058991, 1.110949
4.057448, 4.058488, 1.073464
4.059107, 4.058093, 1.036727
4.060758, 4.057802, 1.000736
4.062402, 4.057611, 0.965493
4.064039, 4.057517, 0.930993
4.065669, 4.057515, 0.897236
4.067292, 4.057603, 0.864217
4.068908, 4.057778, 0.831934
4.070517, 4.058036, 0.800382
4.072119, 4.058374, 0.769556
4.073714, 4.058789, 0.739452
4.075302, 4.059277, 0.710063
4.076884, 4.059837, 0.681383
4.078459, 4.060465, 0.653406
4.080027, 4.061158, 0.626125
4.081588, 4.061914, 0.599533
4.083143, 4.062730, 0.573622
4.084691, 4.063603, 0.548384
4.086233, 4.064531, 0.523811
4.087768, 4.065512, 0.499895
4.089297, 4.066542, 0.476627
4.090819, 4.067620, 0.453998
4.092335, 4.068744, 0.431999
4.093844, 4.069910, 0.410621
4.095347, 4.071118, 0.389855
4.096843, 4.072365, 0.369690
4.098333, 4.073649, 0.350117
4.099817, 4.074967, 0.331127
